,z-depth,object,cell_temperature,cell_pressure,cell_fO2,cell_conc,object_conc,cell_moles,object_moles,object_temperature,D,cell_bulk_moles,cell_bulk_conc
0,66.0,A127984,2000.1340023035,0.0035831249999999995,-1.0999999999999999,8.142039632257946e-06,8.90326274728597e-05,2.2360076340088386,9.650003581902842e-12,2000.0,10.93493372749367,2.2360076340184887,9.717466710511765e-05
1,131.00000138661025,A127984,2000.2233371725,0.005971874999999999,-1.0999999999999999,8.14203880206638e-06,8.914425622639458e-05,2.2360074060174795,9.662102717939048e-12,2000.0,10.948640554718372,2.2360074060271415,9.728629502846096e-05
2,196.0000027732205,A127984,2000.3126720415003,0.008360625,-1.0999999999999999,8.142037971874833e-06,8.92559785489129e-05,2.236007178026126,9.674211995662081e-12,2000.0,10.962363336701593,2.2360071780358,9.739801652078774e-05
3,261.0000041598307,A127984,2000.4020069105,0.010749374999999999,-1.0999999999999999,8.142037971874833e-06,8.936784000428896e-05,2.236007178026126,9.686336353615966e-12,2000.0,10.976102090532327,2.2360071780358126,9.75098779761638e-05
4,326.000005546441,A127984,2000.4913417794999,0.013138124999999999,-1.0999999999999999,8.142037971874833e-06,8.947983164232872e-05,2.236007178026126,9.698474821713589e-12,2000.0,10.989856833316209,2.2360071780358246,9.762186961420356e-05
5,391.0000069330513,A127984,2000.5806766485002,0.015526874999999999,-1.0999999999999999,8.142037971874833e-06,8.959195360244242e-05,2.236007178026126,9.710627415065245e-12,2000.0,11.003627582175525,2.2360071780358366,9.773399157431725e-05
6,456.00000831966156,A127984,2000.6700115175,0.017915624999999998,-1.0999999999999999,8.142037971874833e-06,8.970420602417647e-05,2.236007178026126,9.72279414879599e-12,2000.0,11.017414354249276,2.236007178035849,9.784624399605131e-05
7,521.0000097062718,A127984,2000.7593463864998,0.020304375,-1.0999999999999999,8.142037971874833e-06,8.981658904721265e-05,2.236007178026126,9.73497503804555e-12,2000.0,11.031217166693088,2.236007178035861,9.795862701908749e-05
8,586.0000110928821,A127984,2000.8486812555002,0.022693125,-1.0999999999999999,8.142037971874833e-06,8.992910281136896e-05,2.236007178026126,9.747170097968415e-12,2000.0,11.045036036679317,2.2360071780358735,9.807114078324379e-05
9,651.0000124794924,A127984,2000.9380161244999,0.025081875,-1.0999999999999999,8.142037971874833e-06,9.004174745659941e-05,2.236007178026126,9.759379343733822e-12,2000.0,11.058870981397035,2.2360071780358854,9.818378542847424e-05
10,716.0000138661027,A127984,2001.0273509934998,0.027470625,-1.0999999999999999,8.142037971874833e-06,9.01545231229943e-05,2.236007178026126,9.771602790525774e-12,2000.0,11.072722018052046,2.236007178035898,9.829656109486913e-05
11,781.000015252713,A127984,2001.1166858625002,0.029859374999999994,-1.0999999999999999,8.142037971874832e-06,9.026742995078019e-05,2.2360071780261257,9.783840453543045e-12,2000.0,11.086589163866877,2.2360071780359094,9.840946792265502e-05
12,846.0000166393232,A127984,2001.2060207314998,0.032248124999999996,-1.0999999999999999,8.142037971874832e-06,9.038046808032034e-05,2.2360071780261257,9.796092347999227e-12,2000.0,11.100472436080862,2.236007178035922,9.852250605219517e-05
13,911.0000180259335,A127984,2001.2953556004998,0.03463687499999999,-1.0999999999999999,8.142037971874832e-06,9.049363765211399e-05,2.2360071780261257,9.80835848912265e-12,2000.0,11.114371851950036,2.236007178035934,9.863567562398882e-05
14,976.0000194125438,A127984,2001.3846904695001,0.03702562499999999,-1.0999999999999999,8.142037971874832e-06,9.060693880679774e-05,2.2360071780261257,9.820638892156528e-12,2000.0,11.128287428747283,2.2360071780359463,9.874897677867258e-05
15,1041.000020799154,A127984,2001.4740253385003,0.039414375,-1.0999999999999999,8.142037971874832e-06,9.072037168514463e-05,2.2360071780261257,9.83293357235887e-12,2000.0,11.14221918376227,2.2360071780359587,9.886240965701946e-05
16,1106.0000221857642,A127984,2001.5633602075,0.041803125,-1.0999999999999999,8.142037971874832e-06,9.083393642806466e-05,2.2360071780261257,9.845242545002526e-12,2000.0,11.156167134301477,2.236007178035971,9.89759743999395e-05
17,1171.0000235723744,A127984,2001.6526950765,0.044191875,-1.0999999999999999,8.142037971874832e-06,9.094763317660478e-05,2.2360071780261257,9.857565825375188e-12,2000.0,11.170131297688194,2.236007178035983,9.908967114847962e-05
18,1236.0000249589846,A127984,2001.7420299455002,0.046580625,-1.0999999999999999,8.142037971874832e-06,9.106146207194955e-05,2.2360071780261257,9.869903428779466e-12,2000.0,11.184111691262624,2.2360071780359956,9.920350004382439e-05
19,1301.0000263455947,A127984,2001.8313648144997,0.048969375,-1.0999999999999999,8.142037971874832e-06,9.117542325542029e-05,2.2360071780261257,9.882255370532795e-12,2000.0,11.198108332381764,2.236007178036008,9.931746122729512e-05
20,1366.000027732205,A127984,2001.9206996835,0.051358125,-1.0999999999999999,8.142037971874832e-06,9.128951686847582e-05,2.2360071780261257,9.894621665967508e-12,2000.0,11.212121238419497,2.2360071780360204,9.943155484035066e-05
21,1431.000029118815,A127984,2002.0100345525002,0.053746875,-1.0999999999999999,8.142037971874832e-06,9.14037430527129e-05,2.2360071780261257,9.907002330430892e-12,2000.0,11.226150426766646,2.236007178036033,9.954578102458773e-05
22,1496.0000305054252,A127984,2002.0993694215,0.056135624999999995,-1.0999999999999999,8.142037971874832e-06,9.151810194986535e-05,2.2360071780261257,9.919397379285088e-12,2000.0,11.240195914830872,2.236007178036045,9.966013992174019e-05
