,z-depth,object,cell_temperature,cell_pressure,cell_fO2,cell_conc,object_conc,cell_moles,object_moles,object_temperature,D,cell_bulk_moles,cell_bulk_conc
0,401.0,A10464,2000.018,0.0005625000000000001,-2.4499999999999997,4.3672031242259725e-09,1.8678104444642134e-06,0.27950099995046224,4.953778615849539e-11,2000.0,427.69030689298603,0.279501,1.8721776475884393e-06
1,801.0003828247418,A10464,2000.03,0.0009375000000000001,-2.4499999999999997,4.3672031246128325e-09,1.8681815126988376e-06,0.27950099997522126,4.95476275741013e-11,2000.0,427.77527387496036,0.2795010000247689,1.8725487158234504e-06
2,1201.0007656494836,A10464,2000.0420000000001,0.0013125,-2.4499999999999997,4.367203124999769e-09,1.8685526501976496e-06,0.27950099999998523,4.9557470826721516e-11,2000.0,427.8602567169915,0.2795010000495427,1.8729198533226493e-06
3,1601.0011484742254,A10464,2000.054,0.0016875,-2.4499999999999997,4.367203124999769e-09,1.8689238568071014e-06,0.27950099999998523,4.956731591228368e-11,2000.0,427.94525542184385,0.27950100004955253,1.873291059932101e-06
4,2001.0015312989672,A10464,2000.0659999999998,0.0020625,-2.4499999999999997,4.367203124999769e-09,1.8692951327047866e-06,0.27950099999998523,4.957716283549788e-11,2000.0,428.03026999228143,0.2795010000495624,1.8736623358297863e-06
5,2401.001914123709,A10464,2000.0780000000002,0.0024375,-2.4499999999999997,4.367203124999769e-09,1.869666477902777e-06,0.27950099999998523,4.9587011596684305e-11,2000.0,428.11530043106825,0.27950100004957223,1.8740336810277766e-06
6,2801.0022969484507,A10464,2000.0900000000001,0.0028125,-2.4499999999999997,4.367203124999769e-09,1.8700378924131557e-06,0.27950099999998523,4.959686219616341e-11,2000.0,428.2003467409714,0.2795010000495821,1.8744050955381554e-06
7,3201.0026797731925,A10464,2000.1019999999999,0.0031875,-2.4499999999999997,4.367203124999769e-09,1.8704093762479977e-06,0.27950099999998523,4.9606714634255443e-11,2000.0,428.2854089247557,0.27950100004959194,1.8747765793729974e-06
8,3601.0030625979343,A10464,2000.114,0.0035624999999999997,-2.4499999999999997,4.3672031249997685e-09,1.8707809294193799e-06,0.2795009999999852,4.9616568911280713e-11,2000.0,428.3704869851865,0.27950100004960177,1.8751481325443796e-06
9,4001.003445422676,A10464,2000.126,0.0039375,-2.4499999999999997,4.3672031249997685e-09,1.8711525519393935e-06,0.2795009999999852,4.96264250275599e-11,2000.0,428.4555809250324,0.2795010000496116,1.8755197550643932e-06
10,4401.003828247418,A10464,2000.138,0.0043125,-2.4499999999999997,4.3672031249997685e-09,1.8715242438201142e-06,0.2795009999999852,4.963628298341327e-11,2000.0,428.54069074705853,0.2795010000496215,1.8758914469451139e-06
11,4801.00421107216,A10464,2000.15,0.0046875,-2.4499999999999997,4.3672031249997685e-09,1.871896005073633e-06,0.2795009999999852,4.96461427791615e-11,2000.0,428.6258164540335,0.2795010000496313,1.8762632081986327e-06
12,5201.0045938969015,A10464,2000.162,0.0050625,-2.4499999999999997,4.3672031249997685e-09,1.8722678357120402e-06,0.2795009999999852,4.9656004415125243e-11,2000.0,428.71095804872573,0.2795010000496412,1.8766350388370399e-06
13,5601.004976721643,A10464,2000.174,0.0054375,-2.4499999999999997,4.3672031249997685e-09,1.8726397357474203e-06,0.2795009999999852,4.9665867891625013e-11,2000.0,428.79611553390225,0.27950100004965106,1.87700693887242e-06
14,6001.005359546385,A10464,2000.1860000000001,0.005812499999999999,-2.4499999999999997,4.3672031249997685e-09,1.8730117051918696e-06,0.2795009999999852,4.967573320898162e-11,2000.0,428.881288912333,0.2795010000496609,1.8773789083168693e-06
15,6401.005742371127,A10464,2000.198,0.006187499999999999,-2.4499999999999997,4.3672031249997685e-09,1.8733837440574824e-06,0.2795009999999852,4.968560036751583e-11,2000.0,428.9664781867872,0.27950100004967077,1.8777509471824821e-06
16,6801.006125195869,A10464,2000.21,0.0065625,-2.4499999999999997,4.3672031249997685e-09,1.8737558523563536e-06,0.2795009999999852,4.9695469367548414e-11,2000.0,429.0516833600343,0.27950100004968065,1.8781230554813533e-06
17,7201.00650802061,A10464,2000.2219999999998,0.0069375,-2.4499999999999997,4.3672031249997685e-09,1.8741280301005807e-06,0.2795009999999852,4.970534020940023e-11,2000.0,429.1369044348445,0.27950100004969053,1.8784952332255804e-06
18,7601.006890845352,A10464,2000.2340000000002,0.0073124999999999996,-2.4499999999999997,4.3672031249997685e-09,1.8745002773022657e-06,0.2795009999999852,4.971521289339224e-11,2000.0,429.222141413989,0.2795010000497004,1.8788674804272653e-06
19,8001.007273670094,A10464,2000.246,0.0076875,-2.4499999999999997,4.3672031249997685e-09,1.8748725939735107e-06,0.2795009999999852,4.9725087419845414e-11,2000.0,429.3073943002388,0.2795010000497103,1.8792397970985103e-06
20,8401.007656494836,A10464,2000.2579999999998,0.0080625,-2.4499999999999997,4.3672031249997685e-09,1.8752449801264177e-06,0.2795009999999852,4.973496378908072e-11,2000.0,429.3926630963648,0.2795010000497201,1.8796121832514174e-06
21,8801.008039319579,A10464,2000.2699999999998,0.0084375,-2.4499999999999997,4.3672031249997685e-09,1.8756174357730943e-06,0.2795009999999852,4.974484200141928e-11,2000.0,429.47794780513976,0.27950100004973,1.879984638898094e-06
22,9201.008422144321,A10464,2000.2820000000002,0.008812500000000001,-2.4499999999999997,4.3672031249997685e-09,1.8759899609256443e-06,0.2795009999999852,4.975472205718209e-11,2000.0,429.563248429335,0.2795010000497399,1.880357164050644e-06
